,route_name,route_link,busname,bustype,departing_time,duration,reaching_time,star_rating,price,seats_available
2805,Manali to Delhi,https://www.redbus.in/bus-tickets/manali-to-delhi,Zingbus Plus,Volvo A/C Semi Sleeper (2+2),18:15,10h 40m,04:55,4.5,561,25
2806,Manali to Delhi,https://www.redbus.in/bus-tickets/manali-to-delhi,IntrCity SmartBus,Volvo 9600 A/C Semi Sleeper (2+2),17:00,12h 05m,05:05,4.3,509,34
2807,Manali to Delhi,https://www.redbus.in/bus-tickets/manali-to-delhi,Deltin Travels,Volvo 9600 A/C Semi Sleeper (2+2),20:30,10h 00m,06:30,4.2,700,42
2808,Manali to Delhi,https://www.redbus.in/bus-tickets/manali-to-delhi,Zingbus Plus,Volvo A/C Semi Sleeper (2+2),16:15,11h 45m,04:00,4.2,540,28
2809,Manali to Delhi,https://www.redbus.in/bus-tickets/manali-to-delhi,Malana Travels,Volvo 9600 Multi Axle Semi-Sleeper (2+2),20:00,10h 00m,06:00,4.5,759,45
2810,Manali to Delhi,https://www.redbus.in/bus-tickets/manali-to-delhi,Laxmi holidays,Volvo 9600 A/C Semi Sleeper (2+2),18:00,10h 45m,04:45,4.1,569,26
2811,Manali to Delhi,https://www.redbus.in/bus-tickets/manali-to-delhi,Zingbus Plus,Volvo A/C Semi Sleeper (2+2),19:05,11h 05m,06:10,4.1,562,30
2812,Manali to Delhi,https://www.redbus.in/bus-tickets/manali-to-delhi,Laxmi holidays,Scania Multi-Axle AC Semi Sleeper (2+2),17:30,10h 45m,04:15,4.2,569,34
2813,Manali to Delhi,https://www.redbus.in/bus-tickets/manali-to-delhi,Zingbus Plus,Volvo 9600 A/C Semi Sleeper (2+2),18:40,11h 50m,06:30,4.2,561,32
2814,Manali to Delhi,https://www.redbus.in/bus-tickets/manali-to-delhi,Zingbus Plus,Volvo 9600 A/C Semi Sleeper (2+2),20:30,11h 10m,07:40,4.4,561,31
2815,Manali to Delhi,https://www.redbus.in/bus-tickets/manali-to-delhi,Zingbus Plus,Scania A/C Semi Sleeper (2+2),19:30,10h 45m,06:15,4.5,561,29
2816,Manali to Delhi,https://www.redbus.in/bus-tickets/manali-to-delhi,Zingbus Plus,Volvo 9600 A/C Semi Sleeper (2+2),21:00,11h 50m,08:50,4.5,615,23
2817,Manali to Delhi,https://www.redbus.in/bus-tickets/manali-to-delhi,Malana Travels,Volvo A/C Semi Sleeper (2+2),18:00,11h 30m,05:30,4.4,712,25
2818,Manali to Delhi,https://www.redbus.in/bus-tickets/manali-to-delhi,Reo India Travels,Volvo A/C B11R Multi Axle Semi Sleeper (2+2),19:25,10h 55m,06:20,3.9,567,36
2819,Manali to Delhi,https://www.redbus.in/bus-tickets/manali-to-delhi,City Land Travels,Scania Multi-Axle AC Semi Sleeper (2+2),21:00,10h 20m,07:20,3.2,540,34
2820,Manali to Delhi,https://www.redbus.in/bus-tickets/manali-to-delhi,Deltin Travels,Volvo 9600 A/C Semi Sleeper (2+2),17:00,11h 10m,04:10,3.7,700,26
2821,Manali to Delhi,https://www.redbus.in/bus-tickets/manali-to-delhi,Deltin Travels,Scania Multi-Axle AC Semi Sleeper (2+2),22:00,10h 00m,08:00,3.7,700,53
2822,Manali to Delhi,https://www.redbus.in/bus-tickets/manali-to-delhi,Deltin Travels,Scania Multi-Axle AC Semi Sleeper (2+2),19:30,10h 30m,06:00,3.6,700,42
2823,Manali to Delhi,https://www.redbus.in/bus-tickets/manali-to-delhi,City Land Travels,Volvo A/C Semi Sleeper (2+2),13:30,13h 00m,02:30,2.6,709,32
2824,Manali to Delhi,https://www.redbus.in/bus-tickets/manali-to-delhi,PAL Travel Lines,Volvo A/C Semi Sleeper (2+2),18:25,10h 30m,04:55,3.0,584,34
2825,Manali to Delhi,https://www.redbus.in/bus-tickets/manali-to-delhi,HIMALAYAN HOLIDAYS,Volvo A/C Semi Sleeper (2+2 ),18:00,11h 50m,05:50,3.5,949,24
2826,Manali to Delhi,https://www.redbus.in/bus-tickets/manali-to-delhi,Himalayan Nomad Ktc,Volvo A/C Semi Sleeper (2+2),17:30,12h 00m,05:30,3.3,765,41
2827,Manali to Delhi,https://www.redbus.in/bus-tickets/manali-to-delhi,SIDDHI VINAYAK TRAVELS,Volvo A/C B11R Multi Axle Semi Sleeper (2+2),17:30,13h 00m,06:30,2.9,599,48
2828,Manali to Delhi,https://www.redbus.in/bus-tickets/manali-to-delhi,Himalayan Nomad Ktc,Volvo A/C Semi Sleeper (2+2),20:30,11h 15m,07:45,3.9,1395,41
2829,Manali to Delhi,https://www.redbus.in/bus-tickets/manali-to-delhi,Suswagtam Tours,Volvo A/C Semi Sleeper (2+2),18:00,11h 55m,05:55,3.8,1304,41
2830,Manali to Delhi,https://www.redbus.in/bus-tickets/manali-to-delhi,City Land Travels,Volvo A/C Semi Sleeper (2+2),22:00,10h 55m,08:55,3.3,709,33
2831,Manali to Delhi,https://www.redbus.in/bus-tickets/manali-to-delhi,Himgiri Adventure Tour,Bharat Benz A/C Semi Sleeper (2+2),18:00,12h 30m,06:30,2.5,719,29
2832,Manali to Delhi,https://www.redbus.in/bus-tickets/manali-to-delhi,ABHI TRAVELS,Volvo Multi-Axle I-Shift B11R Semi Sleeper (2+2),18:00,11h 30m,05:30,1.6,854,33
2833,Manali to Delhi,https://www.redbus.in/bus-tickets/manali-to-delhi,G.T.SHolidays,Bharat Benz A/C Semi Sleeper (2+2),18:30,11h 30m,06:00,1.3,899,31
2834,Manali to Delhi,https://www.redbus.in/bus-tickets/manali-to-delhi,Holiday Appeal Private Limited,Scania Multi-Axle AC Semi Sleeper (2+2),20:00,12h 00m,08:00,3.6,699,52
2835,Manali to Delhi,https://www.redbus.in/bus-tickets/manali-to-delhi,City Land Travels,Volvo A/C Semi Sleeper (2+2),17:00,11h 30m,04:30,3.2,720,41
2836,Manali to Delhi,https://www.redbus.in/bus-tickets/manali-to-delhi,Himalayan Nomad Ktc,Volvo A/C Semi Sleeper (2+2),18:00,11h 20m,05:20,4.4,765,33
2837,Manali to Delhi,https://www.redbus.in/bus-tickets/manali-to-delhi,Rao Travel Heights,Volvo A/C Semi Sleeper (2+2),19:00,11h 30m,06:30,3.8,1649,41
2838,Manali to Delhi,https://www.redbus.in/bus-tickets/manali-to-delhi,Holiday Appeal Private Limited,Scania Multi-Axle AC Semi Sleeper (2+2),19:00,12h 00m,07:00,3.4,699,48
2839,Manali to Delhi,https://www.redbus.in/bus-tickets/manali-to-delhi,Reo India Travels,Volvo A/C Semi Sleeper (2+2),17:25,10h 55m,04:20,4.0,567,21
2840,Manali to Delhi,https://www.redbus.in/bus-tickets/manali-to-delhi,City Land Travels,Volvo A/C Semi Sleeper (2+2),22:35,10h 40m,09:15,3.6,709,35
2841,Manali to Delhi,https://www.redbus.in/bus-tickets/manali-to-delhi,Holiday Appeal Private Limited,Scania Multi-Axle AC Semi Sleeper (2+2),18:00,12h 00m,06:00,4.7,699,53
2842,Manali to Delhi,https://www.redbus.in/bus-tickets/manali-to-delhi,TANISHQ HOLIDAYS TOUR,Volvo A/C Semi Sleeper (2+2),18:00,12h 00m,06:00,3.5,699,19
2843,Manali to Delhi,https://www.redbus.in/bus-tickets/manali-to-delhi,PAL Travel Lines,Volvo A/C Semi Sleeper (2+2),21:15,11h 15m,08:30,3.0,989,31
2844,Manali to Delhi,https://www.redbus.in/bus-tickets/manali-to-delhi,Reo India Travels,Volvo A/C Semi Sleeper (2+2),19:35,12h 00m,07:35,4.6,567,23
2845,Manali to Delhi,https://www.redbus.in/bus-tickets/manali-to-delhi,Himalayan Nomad Ktc,Volvo A/C Semi Sleeper (2+2),17:00,12h 45m,05:45,4.0,765,20
2846,Manali to Delhi,https://www.redbus.in/bus-tickets/manali-to-delhi,FlixBus,A/C Seater (2+2),20:30,11h 25m,07:55,4.5,791,28
2847,Manali to Delhi,https://www.redbus.in/bus-tickets/manali-to-delhi,Leo Travel heights,Volvo A/C Semi Sleeper (2+2),18:00,13h 55m,07:55,4.3,1300,31
2848,Manali to Delhi,https://www.redbus.in/bus-tickets/manali-to-delhi,PAL Travel Lines,Volvo A/C Semi Sleeper (2+2),18:25,11h 00m,05:25,2.8,674,31
2849,Manali to Delhi,https://www.redbus.in/bus-tickets/manali-to-delhi,Subh Yatri Holidays,Volvo A/C Semi Sleeper (2+2),18:30,11h 15m,05:45,4.2,873,33
2850,Manali to Delhi,https://www.redbus.in/bus-tickets/manali-to-delhi,Reo India Travels,Volvo A/C Semi Sleeper (2+2),17:40,10h 50m,04:30,2.9,567,23
2851,Manali to Delhi,https://www.redbus.in/bus-tickets/manali-to-delhi,Northern Travels,Volvo A/C Semi Sleeper (2+2),17:30,13h 00m,06:30,2.9,700,33
2852,Manali to Delhi,https://www.redbus.in/bus-tickets/manali-to-delhi,Subh Yatri Holidays,Volvo A/C Semi Sleeper (2+2),17:30,11h 15m,04:45,2.9,786,33
2853,Manali to Delhi,https://www.redbus.in/bus-tickets/manali-to-delhi,Zakir Flights,Volvo A/C Semi Sleeper (2+2),18:30,11h 30m,06:00,2.8,584,31
2854,Manali to Delhi,https://www.redbus.in/bus-tickets/manali-to-delhi,RAO TRAVELS INDIA PVT LTD.,Mercedes Benz A/C (2+2),17:30,14h 00m,07:30,2.3,1399,49
2855,Manali to Delhi,https://www.redbus.in/bus-tickets/manali-to-delhi,Travel hub,Volvo A/C Semi Sleeper (2+2),16:00,12h 00m,04:00,1.4,989,34
2856,Manali to Delhi,https://www.redbus.in/bus-tickets/manali-to-delhi,Travel Zap India Pvt LTD.,Volvo Multi-Axle B9R A/c Semi Sleeper (2+2),19:00,10h 50m,05:50,2.9,1099,44
2857,Manali to Delhi,https://www.redbus.in/bus-tickets/manali-to-delhi,RAO TRAVELS INDIA PVT LTD.,Mercedes Benz A/C (2+2),17:00,12h 00m,05:00,1.6,1294,53
2858,Manali to Delhi,https://www.redbus.in/bus-tickets/manali-to-delhi,Metahills holidays,Scania A/C Semi Sleeper (2+2),21:00,12h 01m,09:01,1.8,990,5
2859,Manali to Delhi,https://www.redbus.in/bus-tickets/manali-to-delhi,FlixBus,A/C Seater (2+2),18:30,11h 30m,06:00,4.5,744,33
2860,Manali to Delhi,https://www.redbus.in/bus-tickets/manali-to-delhi,Sugam Yatra,Bharat Benz A/C Semi Sleeper (2+2),18:00,13h 00m,07:00,4.1,1800,33
2861,Manali to Delhi,https://www.redbus.in/bus-tickets/manali-to-delhi,Rao Travel Heights,Volvo A/C Semi Sleeper (2+2),18:30,12h 30m,07:00,3.8,1649,41
2862,Manali to Delhi,https://www.redbus.in/bus-tickets/manali-to-delhi,TANISHQ HOLIDAYS TOUR,Volvo Multi-Axle A/C Semi Sleeper (2+2),18:00,13h 00m,07:00,3.5,2700,49
2863,Manali to Delhi,https://www.redbus.in/bus-tickets/manali-to-delhi,HIMALAYAN HOLIDAYS,Volvo A/C Semi Sleeper (2+2 ),17:30,13h 00m,06:30,3.5,949,45
2864,Manali to Delhi,https://www.redbus.in/bus-tickets/manali-to-delhi,Subh Yatri Holidays,Volvo A/C Semi Sleeper (2+2),17:30,11h 15m,04:45,3.2,786,31
2865,Manali to Delhi,https://www.redbus.in/bus-tickets/manali-to-delhi,Subh Yatri Holidays,Volvo A/C Semi Sleeper (2+2),18:30,11h 15m,05:45,3.2,873,34
2866,Manali to Delhi,https://www.redbus.in/bus-tickets/manali-to-delhi,Metahills holidays,Scania A/C Semi Sleeper (2+2),17:30,12h 01m,05:31,2.9,800,49
2867,Manali to Delhi,https://www.redbus.in/bus-tickets/manali-to-delhi,SIDDHI VINAYAK TRAVELS,Volvo A/C Semi Sleeper (2+2),20:30,13h 00m,09:30,2.9,1599,15
2868,Manali to Delhi,https://www.redbus.in/bus-tickets/manali-to-delhi,Cab India Travels,Volvo A/C Semi Sleeper (2+2),17:00,14h 02m,07:02,2.8,924,38
2869,Manali to Delhi,https://www.redbus.in/bus-tickets/manali-to-delhi,JN HOLIDAYS,Volvo A/C Semi Sleeper (2+2),18:00,10h 57m,04:57,2.7,656,41
2870,Manali to Delhi,https://www.redbus.in/bus-tickets/manali-to-delhi,JN HOLIDAYS,Volvo Multi-Axle I-Shift B11R Semi Sleeper (2+2),19:00,10h 50m,05:50,2.7,747,39
2871,Manali to Delhi,https://www.redbus.in/bus-tickets/manali-to-delhi,Yatrabybus.com,Bharat Benz A/C Semi Sleeper (2+2),18:00,10h 00m,04:00,2.5,1999,41
2872,Hamirpur (Himachal Pradesh) to Delhi,https://www.redbus.in/bus-tickets/hamirpur-himachal-pradesh-to-delhi,HRTC - 164,Himsuta AC Seater Volvo/Scania 2+2,09:30,10h 35m,20:05,4.0,1008,26
2873,Hamirpur (Himachal Pradesh) to Delhi,https://www.redbus.in/bus-tickets/hamirpur-himachal-pradesh-to-delhi,HRTC - 656,Ordinary 3+2 Non AC Seater,15:00,15h 20m,06:20,3.8,696,33
2874,Hamirpur (Himachal Pradesh) to Delhi,https://www.redbus.in/bus-tickets/hamirpur-himachal-pradesh-to-delhi,HRTC - 603,Ordinary 3+2 Non AC Seater,16:40,12h 20m,05:00,4.3,613,37
2875,Hamirpur (Himachal Pradesh) to Delhi,https://www.redbus.in/bus-tickets/hamirpur-himachal-pradesh-to-delhi,HRTC - 602,Ordinary 3+2 Non AC Seater,17:20,10h 40m,04:00,4.2,574,36
2876,Hamirpur (Himachal Pradesh) to Delhi,https://www.redbus.in/bus-tickets/hamirpur-himachal-pradesh-to-delhi,HRTC - 601,Himmani Deluxe 2+2 Non AC Seater,18:30,09h 00m,03:30,3.7,608,15
2877,Hamirpur (Himachal Pradesh) to Delhi,https://www.redbus.in/bus-tickets/hamirpur-himachal-pradesh-to-delhi,HRTC - 651,Ordinary 3+2 Non AC Seater,19:40,08h 50m,04:30,3.5,555,12
2878,Hamirpur (Himachal Pradesh) to Delhi,https://www.redbus.in/bus-tickets/hamirpur-himachal-pradesh-to-delhi,HRTC - 15,Himsuta AC Seater Volvo/Scania 2+2,20:00,08h 30m,04:30,3.4,1008,10
2879,Hamirpur (Himachal Pradesh) to Delhi,https://www.redbus.in/bus-tickets/hamirpur-himachal-pradesh-to-delhi,HRTC - 99,Himsuta AC Seater Volvo/Scania 2+2,21:00,10h 00m,07:00,4.3,1118,18
2880,Hamirpur (Himachal Pradesh) to Delhi,https://www.redbus.in/bus-tickets/hamirpur-himachal-pradesh-to-delhi,HRTC - 79,Himsuta AC Seater Volvo/Scania 2+2,21:30,09h 30m,07:00,3.8,1115,26
2881,Hamirpur (Himachal Pradesh) to Delhi,https://www.redbus.in/bus-tickets/hamirpur-himachal-pradesh-to-delhi,Ram Dalal Holidays,Volvo A/C Semi Sleeper (2+2),21:40,08h 20m,06:00,4.7,740,29
2882,Hamirpur (Himachal Pradesh) to Delhi,https://www.redbus.in/bus-tickets/hamirpur-himachal-pradesh-to-delhi,Laxmi holidays,Volvo A/C Semi Sleeper (2+2),20:20,09h 10m,05:30,4.5,664,31
2883,Chandigarh to Hamirpur (Himachal Pradesh),https://www.redbus.in/bus-tickets/chandigarh-to-hamirpur-himachal-pradesh,HRTC - 401669,Ordinary 3+2 Non AC Seater,10:35,04h 05m,14:40,4.3,295,35
2884,Chandigarh to Hamirpur (Himachal Pradesh),https://www.redbus.in/bus-tickets/chandigarh-to-hamirpur-himachal-pradesh,HRTC - 9236,A/C Executive (2+3),12:05,04h 05m,16:10,4.1,315,18
2885,Chandigarh to Hamirpur (Himachal Pradesh),https://www.redbus.in/bus-tickets/chandigarh-to-hamirpur-himachal-pradesh,HRTC - 1515,Ordinary 3+2 Non AC Seater,13:20,06h 55m,20:15,3.2,348,37
2886,Chandigarh to Hamirpur (Himachal Pradesh),https://www.redbus.in/bus-tickets/chandigarh-to-hamirpur-himachal-pradesh,HRTC - 1529,Ordinary 3+2 Non AC Seater,13:56,05h 09m,19:05,2.3,339,37
2887,Chandigarh to Hamirpur (Himachal Pradesh),https://www.redbus.in/bus-tickets/chandigarh-to-hamirpur-himachal-pradesh,HRTC - 1516,A/C Executive (2+3),15:00,03h 50m,18:50,4.7,315,25
2888,Chandigarh to Hamirpur (Himachal Pradesh),https://www.redbus.in/bus-tickets/chandigarh-to-hamirpur-himachal-pradesh,HRTC - 1546,Ordinary 3+2 Non AC Seater,16:25,04h 50m,21:15,4.8,309,27
2889,Chandigarh to Hamirpur (Himachal Pradesh),https://www.redbus.in/bus-tickets/chandigarh-to-hamirpur-himachal-pradesh,HRTC - 9235,A/C Executive (2+3),16:40,05h 20m,22:00,3.9,369,44
2890,Chandigarh to Hamirpur (Himachal Pradesh),https://www.redbus.in/bus-tickets/chandigarh-to-hamirpur-himachal-pradesh,HRTC - 401670,Ordinary 3+2 Non AC Seater,18:00,04h 00m,22:00,3.9,295,29
2891,Chandigarh to Hamirpur (Himachal Pradesh),https://www.redbus.in/bus-tickets/chandigarh-to-hamirpur-himachal-pradesh,HRTC - 1549,Ordinary 3+2 Non AC Seater,18:15,06h 45m,01:00,3.9,337,37
2892,Shimla to Manali,https://www.redbus.in/bus-tickets/shimla-to-manali,HRTC - 283,Ordinary 3+2 Non AC Seater,09:15,07h 45m,17:00,2.1,572,37
2893,Shimla to Manali,https://www.redbus.in/bus-tickets/shimla-to-manali,HRTC - 500,Ordinary 3+2 Non AC Seater,10:35,08h 25m,19:00,2.5,556,37
2894,Shimla to Manali,https://www.redbus.in/bus-tickets/shimla-to-manali,HRTC - 290,Ordinary 3+2 Non AC Seater,19:00,10h 30m,05:30,3.0,556,27
2895,Shimla to Manali,https://www.redbus.in/bus-tickets/shimla-to-manali,HRTC - 291,Himmani Deluxe 2+2 Non AC Seater,20:20,08h 40m,05:00,3.5,641,27
2896,Shimla to Manali,https://www.redbus.in/bus-tickets/shimla-to-manali,HRTC - 154,Himsuta AC Seater Volvo/Scania 2+2,21:00,09h 10m,06:10,4.4,963,28
2897,Shimla to Manali,https://www.redbus.in/bus-tickets/shimla-to-manali,HRTC - 293,Ordinary 3+2 Non AC Seater,21:40,08h 20m,06:00,2.6,583,39
2898,Shimla to Manali,https://www.redbus.in/bus-tickets/shimla-to-manali,KRISHNA TRANSPORT SHIMLA,NON A/C Seater Push Back (2+2),08:20,08h 10m,16:30,3.4,640,33
2899,Delhi to Dharamshala (Himachal Pradesh),https://www.redbus.in/bus-tickets/delhi-to-dharamshala,HRTC - 573,Ordinary 3+2 Non AC Seater,13:15,12h 45m,02:00,4.2,709,37
2900,Delhi to Dharamshala (Himachal Pradesh),https://www.redbus.in/bus-tickets/delhi-to-dharamshala,HRTC - 528,A/C Executive (2+3),17:31,13h 29m,07:00,2.9,834,35
2901,Delhi to Dharamshala (Himachal Pradesh),https://www.redbus.in/bus-tickets/delhi-to-dharamshala,HRTC - 539,Himmani Deluxe 2+2 Non AC Seater,18:50,12h 25m,07:15,2.8,779,27
2902,Delhi to Dharamshala (Himachal Pradesh),https://www.redbus.in/bus-tickets/delhi-to-dharamshala,HRTC - 539,Himmani Deluxe 2+2 Non AC Seater,18:50,11h 55m,06:45,3.3,755,22
2903,Delhi to Dharamshala (Himachal Pradesh),https://www.redbus.in/bus-tickets/delhi-to-dharamshala,HRTC - 546,Himmani Deluxe 2+2 Non AC Seater,19:20,11h 40m,07:00,1.7,756,16
2904,Delhi to Dharamshala (Himachal Pradesh),https://www.redbus.in/bus-tickets/delhi-to-dharamshala,HRTC - 550,Ordinary 3+2 Non AC Seater,19:40,12h 05m,07:45,2.6,692,37
2905,Delhi to Dharamshala (Himachal Pradesh),https://www.redbus.in/bus-tickets/delhi-to-dharamshala,HRTC - 550,Ordinary 3+2 Non AC Seater,19:40,12h 20m,08:00,3.9,714,37
2906,Delhi to Dharamshala (Himachal Pradesh),https://www.redbus.in/bus-tickets/delhi-to-dharamshala,HRTC - 14,Himsuta AC Seater Volvo/Scania 2+2,20:10,11h 20m,07:30,4.3,1259,20
2907,Delhi to Dharamshala (Himachal Pradesh),https://www.redbus.in/bus-tickets/delhi-to-dharamshala,HRTC - 14,Himsuta AC Seater Volvo/Scania 2+2,20:10,11h 35m,07:45,3.5,1295,29
2908,Delhi to Dharamshala (Himachal Pradesh),https://www.redbus.in/bus-tickets/delhi-to-dharamshala,HRTC - 26,Himsuta AC Seater Volvo/Scania 2+2,20:50,11h 50m,08:40,2.7,1310,28
2909,Delhi to Dharamshala (Himachal Pradesh),https://www.redbus.in/bus-tickets/delhi-to-dharamshala,HRTC - 26,Himsuta AC Seater Volvo/Scania 2+2,20:50,11h 20m,08:10,4.1,1274,26
2910,Delhi to Dharamshala (Himachal Pradesh),https://www.redbus.in/bus-tickets/delhi-to-dharamshala,HRTC - 569,Himmani Deluxe 2+2 Non AC Seater,21:22,11h 44m,09:06,4.6,755,26
2911,Delhi to Dharamshala (Himachal Pradesh),https://www.redbus.in/bus-tickets/delhi-to-dharamshala,HRTC - 569,Himmani Deluxe 2+2 Non AC Seater,21:22,11h 58m,09:20,3.2,779,27
2912,Delhi to Dharamshala (Himachal Pradesh),https://www.redbus.in/bus-tickets/delhi-to-dharamshala,HRTC - 577,A/C Executive (2+3),21:40,11h 30m,09:10,3.4,680,38
2913,Delhi to Dharamshala (Himachal Pradesh),https://www.redbus.in/bus-tickets/delhi-to-dharamshala,HRTC - 582,Ordinary 3+2 Non AC Seater,23:05,12h 40m,11:45,2.4,680,36
2914,Delhi to Dharamshala (Himachal Pradesh),https://www.redbus.in/bus-tickets/delhi-to-dharamshala,Ram Dalal Holidays,Volvo 9600 Multi Axle Semi-Sleeper (2+2),21:45,10h 25m,08:10,4.8,740,41
2915,Delhi to Dharamshala (Himachal Pradesh),https://www.redbus.in/bus-tickets/delhi-to-dharamshala,Ram Dalal Holidays,Volvo 9600 A/C Semi Sleeper (2+2),19:30,11h 10m,06:40,4.8,740,30
2916,Delhi to Dharamshala (Himachal Pradesh),https://www.redbus.in/bus-tickets/delhi-to-dharamshala,Laxmi holidays,Volvo 9600 A/C Semi Sleeper (2+2),22:00,11h 00m,09:00,4.8,759,32
2917,Delhi to Dharamshala (Himachal Pradesh),https://www.redbus.in/bus-tickets/delhi-to-dharamshala,AdCity Land Travels,Volvo A/C B11R Multi Axle Semi Sleeper (2+2),22:20,10h 00m,08:20,3.3,585,36
2918,Delhi to Dharamshala (Himachal Pradesh),https://www.redbus.in/bus-tickets/delhi-to-dharamshala,Bedi Travels,Volvo 9600 Multi Axle Semi-Sleeper (2+2),21:00,10h 30m,07:30,4.8,630,27
2919,Delhi to Dharamshala (Himachal Pradesh),https://www.redbus.in/bus-tickets/delhi-to-dharamshala,Laxmi holidays,Volvo Multi-Axle A/C Semi Sleeper (2+2),20:00,10h 55m,06:55,4.7,664,44
2920,Delhi to Dharamshala (Himachal Pradesh),https://www.redbus.in/bus-tickets/delhi-to-dharamshala,Laxmi holidays,Volvo 9600 A/C Semi Sleeper (2+2),21:00,10h 15m,07:15,4.7,683,22
2921,Delhi to Dharamshala (Himachal Pradesh),https://www.redbus.in/bus-tickets/delhi-to-dharamshala,AdCity Land Travels,Volvo A/C Semi Sleeper (2+2),20:30,10h 00m,06:30,3.5,530,31
2922,Delhi to Dharamshala (Himachal Pradesh),https://www.redbus.in/bus-tickets/delhi-to-dharamshala,Laxmi holidays,Volvo 9600 A/C Semi Sleeper (2+2),19:00,11h 00m,06:00,4.7,759,36
2923,Delhi to Dharamshala (Himachal Pradesh),https://www.redbus.in/bus-tickets/delhi-to-dharamshala,Bedi Travels,Volvo A/C Semi Sleeper (2+2 ),21:45,10h 45m,08:30,4.7,630,19
2924,Delhi to Dharamshala (Himachal Pradesh),https://www.redbus.in/bus-tickets/delhi-to-dharamshala,Bedi Travels,Volvo 9600 Multi Axle Semi-Sleeper (2+2),21:00,10h 45m,07:45,4.7,630,27
2925,Delhi to Dharamshala (Himachal Pradesh),https://www.redbus.in/bus-tickets/delhi-to-dharamshala,Laxmi holidays,Volvo 9600 A/C Semi Sleeper (2+2),22:00,10h 55m,08:55,4.7,759,32
2926,Delhi to Dharamshala (Himachal Pradesh),https://www.redbus.in/bus-tickets/delhi-to-dharamshala,Zingbus Plus,Volvo A/C Semi Sleeper (2+2),20:05,09h 55m,06:00,4.6,587,29
2927,Delhi to Dharamshala (Himachal Pradesh),https://www.redbus.in/bus-tickets/delhi-to-dharamshala,Laxmi holidays,Volvo Multi-Axle A/C Semi Sleeper (2+2),20:00,10h 53m,06:53,4.7,664,44
2928,Delhi to Dharamshala (Himachal Pradesh),https://www.redbus.in/bus-tickets/delhi-to-dharamshala,Zingbus Plus,Volvo A/C Semi Sleeper (2+2),20:05,10h 00m,06:05,4.6,592,29
2929,Delhi to Dharamshala (Himachal Pradesh),https://www.redbus.in/bus-tickets/delhi-to-dharamshala,Laxmi holidays,Volvo 9600 A/C Semi Sleeper (2+2),19:00,10h 59m,05:59,4.6,759,36
2930,Delhi to Dharamshala (Himachal Pradesh),https://www.redbus.in/bus-tickets/delhi-to-dharamshala,Laxmi holidays,Volvo 9600 A/C Semi Sleeper (2+2),21:00,11h 00m,08:00,4.5,683,22
2931,Delhi to Dharamshala (Himachal Pradesh),https://www.redbus.in/bus-tickets/delhi-to-dharamshala,Bedi Travels,Volvo A/C Semi Sleeper (2+2 ),21:45,11h 00m,08:45,4.5,630,20
2932,Delhi to Dharamshala (Himachal Pradesh),https://www.redbus.in/bus-tickets/delhi-to-dharamshala,Zingbus Plus,Volvo Multi-Axle A/C Semisleeper (2+2),22:05,10h 15m,08:20,4.6,602,39
2933,Delhi to Dharamshala (Himachal Pradesh),https://www.redbus.in/bus-tickets/delhi-to-dharamshala,Triptara tour & Travel,Scania Multi-Axle AC Semi Sleeper (2+2),20:30,10h 50m,07:20,4.5,550,45
2934,Delhi to Dharamshala (Himachal Pradesh),https://www.redbus.in/bus-tickets/delhi-to-dharamshala,New Himalaya Travels,Volvo A/C Semi Sleeper (2+2),21:15,10h 30m,07:45,4.1,600,28
2935,Delhi to Dharamshala (Himachal Pradesh),https://www.redbus.in/bus-tickets/delhi-to-dharamshala,Zingbus Plus,Volvo Multi-Axle A/C Semisleeper (2+2),22:05,10h 20m,08:25,4.2,607,39
2936,Delhi to Dharamshala (Himachal Pradesh),https://www.redbus.in/bus-tickets/delhi-to-dharamshala,New Himalaya Travels,Volvo A/C Semi Sleeper (2+2),21:15,10h 34m,07:49,4.3,600,28
2937,Delhi to Dharamshala (Himachal Pradesh),https://www.redbus.in/bus-tickets/delhi-to-dharamshala,A N Holidays,Bharat Benz A/C Semi Sleeper (2+2),19:30,11h 45m,07:15,3.1,599,28
2938,Delhi to Dharamshala (Himachal Pradesh),https://www.redbus.in/bus-tickets/delhi-to-dharamshala,Triptara tour & Travel,Scania Multi-Axle AC Semi Sleeper (2+2),20:30,11h 00m,07:30,3.4,550,45
2939,Delhi to Dharamshala (Himachal Pradesh),https://www.redbus.in/bus-tickets/delhi-to-dharamshala,A N Holidays,Bharat Benz A/C Semi Sleeper (2+2),19:30,11h 10m,06:40,3.0,599,28
2940,Delhi to Dharamshala (Himachal Pradesh),https://www.redbus.in/bus-tickets/delhi-to-dharamshala,City Land Travels,Volvo A/C Semi Sleeper (2+2),20:30,10h 30m,07:00,3.3,530,31
2941,Delhi to Dharamshala (Himachal Pradesh),https://www.redbus.in/bus-tickets/delhi-to-dharamshala,City Land Travels,Volvo A/C B11R Multi Axle Semi Sleeper (2+2),22:20,10h 30m,08:50,3.5,585,36
2942,Delhi to Dharamshala (Himachal Pradesh),https://www.redbus.in/bus-tickets/delhi-to-dharamshala,Asian's Shina Tour & Travels (Swoyambhu Manjushree Yatayat P. LTD),A/C Semi Sleeper (2+2),19:30,11h 00m,06:30,3.3,999,1
